id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment
TH1968648,43,6,143190.00,3.78,1.95,11.87,4,new customers with low buying ability
TH1971684,29,7,176196.00,3.40,2.08,12.08,4,new customers with low buying ability
TH1972200,176,3,333348.00,5.18,1.39,12.72,5,need bring back
TH1972842,260,2,522432.00,5.56,1.10,13.17,5,need bring back
TH1974048,330,1,60162.00,5.80,0.69,11.00,0,can not lose
TH1974138,358,1,45336.00,5.88,0.69,10.72,2,may lose
TH1974480,246,1,47970.00,5.51,0.69,10.78,2,may lose
TH1974606,358,1,22986.00,5.88,0.69,10.04,2,may lose
TH1999620,1,6,245076.00,0.69,1.95,12.41,1,new customers with high buying ability
TH2059542,316,1,26406.00,5.76,0.69,10.18,2,may lose
TH2084874,295,1,23766.00,5.69,0.69,10.08,2,may lose
TH2122098,225,2,66876.00,5.42,1.10,11.11,0,can not lose
TH2137182,267,1,66528.00,5.59,0.69,11.11,0,can not lose
TH2195970,15,191,10870434.00,2.77,5.26,16.20,3,champions
TH2215050,330,1,15828.00,5.80,0.69,9.67,2,may lose
TH2215842,78,3,68280.00,4.37,1.39,11.13,4,new customers with low buying ability
TH2217138,22,5,271122.00,3.14,1.79,12.51,1,new customers with high buying ability
TH2463276,246,2,95514.00,5.51,1.10,11.47,0,can not lose
TH2470746,211,2,223806.00,5.36,1.10,12.32,0,can not lose
TH2474976,8,4,345546.00,2.20,1.61,12.75,1,new customers with high buying ability
TH2496660,190,5,504654.00,5.25,1.79,13.13,5,need bring back
TH2498838,22,2,128268.00,3.14,1.10,11.76,4,new customers with low buying ability
TH2817858,309,1,32598.00,5.74,0.69,10.39,2,may lose
TH2840142,71,4,68850.00,4.28,1.61,11.14,4,new customers with low buying ability
TH2841936,183,9,714114.00,5.21,2.30,13.48,5,need bring back
TH2853102,29,3,32220.00,3.40,1.39,10.38,4,new customers with low buying ability
TH2989584,29,4,187140.00,3.40,1.61,12.14,4,new customers with low buying ability
TH3131982,274,1,23040.00,5.62,0.69,10.05,2,may lose
TH3155616,43,3,86556.00,3.78,1.39,11.37,4,new customers with low buying ability
TH3313488,239,1,48174.00,5.48,0.69,10.78,2,may lose
TH3314238,246,3,143658.00,5.51,1.39,11.88,0,can not lose
TH3380430,358,1,470874.00,5.88,0.69,13.06,5,need bring back
TH3394038,57,1,41382.00,4.06,0.69,10.63,4,new customers with low buying ability
TH3402612,316,2,87576.00,5.76,1.10,11.38,0,can not lose
TH3403098,22,1,119856.00,3.14,0.69,11.69,4,new customers with low buying ability
TH3403590,351,1,42246.00,5.86,0.69,10.65,2,may lose
TH3409788,211,1,47754.00,5.36,0.69,10.77,2,may lose
TH3411270,36,12,334884.00,3.61,2.56,12.72,1,new customers with high buying ability
TH3468480,36,1,62616.00,3.61,0.69,11.04,4,new customers with low buying ability
TH3474918,218,4,191022.00,5.39,1.61,12.16,0,can not lose
TH3486270,225,1,44880.00,5.42,0.69,10.71,2,may lose
TH3499548,43,6,160368.00,3.78,1.95,11.99,4,new customers with low buying ability
TH3523734,351,1,85128.00,5.86,0.69,11.35,0,can not lose
TH3537876,309,2,89088.00,5.74,1.10,11.40,0,can not lose
TH3611004,323,1,17436.00,5.78,0.69,9.77,2,may lose
TH3640644,148,1,17628.00,5.00,0.69,9.78,2,may lose
TH3644904,281,1,44184.00,5.64,0.69,10.70,2,may lose
TH3704004,148,1,26718.00,5.00,0.69,10.19,2,may lose
TH3735450,134,1,42966.00,4.91,0.69,10.67,2,may lose
TH3735894,50,1,41394.00,3.93,0.69,10.63,4,new customers with low buying ability
TH3745338,57,5,186240.00,4.06,1.79,12.13,4,new customers with low buying ability
TH3745344,127,2,76782.00,4.85,1.10,11.25,0,can not lose
TH3785892,71,1,31692.00,4.28,0.69,10.36,2,may lose
TH3788520,225,1,48816.00,5.42,0.69,10.80,2,may lose
TH3804678,365,1,25908.00,5.90,0.69,10.16,2,may lose
TH3825300,351,1,46698.00,5.86,0.69,10.75,2,may lose
TH3865020,309,1,26040.00,5.74,0.69,10.17,2,may lose
TH3866340,15,23,654978.00,2.77,3.18,13.39,1,new customers with high buying ability
TH3896778,225,1,48324.00,5.42,0.69,10.79,2,may lose
TH3949026,36,2,38334.00,3.61,1.10,10.55,4,new customers with low buying ability
TH3977976,99,1,15750.00,4.61,0.69,9.66,2,may lose
TH4012650,218,2,54486.00,5.39,1.10,10.91,0,can not lose
TH4075656,57,1,41382.00,4.06,0.69,10.63,4,new customers with low buying ability
TH4087320,197,6,592800.00,5.29,1.95,13.29,5,need bring back
TH4097802,29,9,111702.00,3.40,2.30,11.62,4,new customers with low buying ability
TH4125936,225,1,48810.00,5.42,0.69,10.80,2,may lose
TH4143486,183,3,143256.00,5.21,1.39,11.87,0,can not lose
TH4156224,120,3,273138.00,4.80,1.39,12.52,5,need bring back
TH4210236,64,4,88542.00,4.17,1.61,11.39,4,new customers with low buying ability
TH4223868,1,78,3508494.00,0.69,4.37,15.07,3,champions
TH4225620,22,47,1609998.00,3.14,3.87,14.29,3,champions
TH4226010,197,1,26934.00,5.29,0.69,10.20,2,may lose
TH4251216,316,1,21204.00,5.76,0.69,9.96,2,may lose
TH4289298,218,9,792732.00,5.39,2.30,13.58,5,need bring back
TH4290894,246,3,141750.00,5.51,1.39,11.86,0,can not lose
TH4305408,267,1,47388.00,5.59,0.69,10.77,2,may lose
TH4306950,22,1,16704.00,3.14,0.69,9.72,4,new customers with low buying ability
TH4315434,204,1,24288.00,5.32,0.69,10.10,2,may lose
TH4469598,64,5,16266.00,4.17,1.79,9.70,2,may lose
TH4483074,57,1,41382.00,4.06,0.69,10.63,4,new customers with low buying ability
TH4497624,134,1,44118.00,4.91,0.69,10.69,2,may lose
TR3238446,78,2,224898.00,4.37,1.10,12.32,0,can not lose
TR3238554,218,7,1525722.00,5.39,2.08,14.24,5,need bring back
TR3238566,15,40,42204198.00,2.77,3.71,17.56,3,champions
TR3238644,78,18,1591038.00,4.37,2.94,14.28,5,need bring back
TR3238698,8,11,1485912.00,2.20,2.48,14.21,1,new customers with high buying ability
TR3238704,288,2,336102.00,5.67,1.10,12.73,0,can not lose
TR3238794,120,8,3856602.00,4.80,2.20,15.17,5,need bring back
TR3238812,43,2,322260.00,3.78,1.10,12.68,5,need bring back
TR3238848,141,1,114384.00,4.96,0.69,11.65,0,can not lose
TR3238860,64,7,567576.00,4.17,2.08,13.25,5,need bring back
TR3238866,281,2,224604.00,5.64,1.10,12.32,0,can not lose
TR3238932,113,3,430200.00,4.74,1.39,12.97,5,need bring back
TR3238938,211,2,226176.00,5.36,1.10,12.33,0,can not lose
TR3239058,190,1,1174860.00,5.25,0.69,13.98,5,need bring back
TR3239070,1,5,8762070.00,0.69,1.79,15.99,3,champions
TR3239094,57,3,342312.00,4.06,1.39,12.74,5,need bring back
TR3239310,260,1,58812.00,5.56,0.69,10.98,0,can not lose
TR3239430,29,2,384360.00,3.40,1.10,12.86,1,new customers with high buying ability
TR3239532,15,6,7096392.00,2.77,1.95,15.78,3,champions
TR3239790,155,1,114198.00,5.05,0.69,11.65,0,can not lose
TR3240000,141,2,345078.00,4.96,1.10,12.75,5,need bring back
TR3240150,281,1,56706.00,5.64,0.69,10.95,0,can not lose
TR3240342,36,7,858960.00,3.61,2.08,13.66,1,new customers with high buying ability
TR3240438,8,1,94668.00,2.20,0.69,11.46,4,new customers with low buying ability
TR3240690,106,1,95100.00,4.67,0.69,11.46,0,can not lose
TR3240714,57,9,480762.00,4.06,2.30,13.08,5,need bring back
TR3240774,218,1,114696.00,5.39,0.69,11.65,0,can not lose
TR3240864,8,5,635118.00,2.20,1.79,13.36,1,new customers with high buying ability
TR3240906,43,3,285474.00,3.78,1.39,12.56,5,need bring back
TR3240948,36,3,911082.00,3.61,1.39,13.72,1,new customers with high buying ability
TR3241002,190,2,221718.00,5.25,1.10,12.31,0,can not lose
TR3241044,281,3,1362222.00,5.64,1.39,14.12,5,need bring back
TR3241092,15,34,3129726.00,2.77,3.56,14.96,3,champions
TR3241206,211,1,114930.00,5.36,0.69,11.65,0,can not lose
TR3242118,22,10,1518060.00,3.14,2.40,14.23,1,new customers with high buying ability
TR3242184,337,1,281016.00,5.82,0.69,12.55,0,can not lose
TR3242664,127,2,32301396.00,4.85,1.10,17.29,3,champions
TR3242826,106,3,2067582.00,4.67,1.39,14.54,5,need bring back
TR3243018,15,1,11664.00,2.77,0.69,9.36,4,new customers with low buying ability
TR3244008,15,15,9690066.00,2.77,2.77,16.09,3,champions
TR3244182,288,1,35460.00,5.67,0.69,10.48,2,may lose
TR3244212,29,1,106716.00,3.40,0.69,11.58,4,new customers with low buying ability
TR3244746,43,5,665238.00,3.78,1.79,13.41,1,new customers with high buying ability
TR3245286,155,1,376098.00,5.05,0.69,12.84,5,need bring back
TR3245532,113,5,784734.00,4.74,1.79,13.57,5,need bring back
TR3245820,15,2,1265172.00,2.77,1.10,14.05,1,new customers with high buying ability
TR3246012,57,3,1165848.00,4.06,1.39,13.97,5,need bring back
TR3246126,197,7,254754.00,5.29,2.08,12.45,5,need bring back
TR3246282,204,2,223806.00,5.32,1.10,12.32,0,can not lose
TR3246750,15,3,276042.00,2.77,1.39,12.53,1,new customers with high buying ability
TR3247038,106,2,328614.00,4.67,1.10,12.70,5,need bring back
TR3247056,22,1,323940.00,3.14,0.69,12.69,4,new customers with low buying ability
TR3247176,57,2,768744.00,4.06,1.10,13.55,5,need bring back
TR3247230,71,3,148686.00,4.28,1.39,11.91,4,new customers with low buying ability
TR3247260,29,3,325020.00,3.40,1.39,12.69,1,new customers with high buying ability
TR3247554,22,1,114180.00,3.14,0.69,11.65,4,new customers with low buying ability
TR3247578,36,2,199428.00,3.61,1.10,12.20,4,new customers with low buying ability
TR3247740,8,22,7901904.00,2.20,3.14,15.88,3,champions
TR3247932,22,8,877482.00,3.14,2.20,13.68,1,new customers with high buying ability
TR3248118,22,1,22704.00,3.14,0.69,10.03,4,new customers with low buying ability
TR3248142,15,83,31425894.00,2.77,4.43,17.26,3,champions
TR3248148,15,3,19147740.00,2.77,1.39,16.77,3,champions
TR3248160,8,38,10205676.00,2.20,3.66,16.14,3,champions
TR3248214,99,5,2334474.00,4.61,1.79,14.66,5,need bring back
TR3248244,15,17,6218388.00,2.77,2.89,15.64,3,champions
TR3248256,85,3,323442.00,4.45,1.39,12.69,5,need bring back
TR3248304,302,1,113808.00,5.71,0.69,11.64,0,can not lose
TR3248334,22,27,5503074.00,3.14,3.33,15.52,3,champions
TR3248346,22,18,3655158.00,3.14,2.94,15.11,3,champions
TR3248394,169,1,114030.00,5.14,0.69,11.64,0,can not lose
TR3248448,22,8,2293296.00,3.14,2.20,14.65,1,new customers with high buying ability
TR3248454,295,1,115188.00,5.69,0.69,11.65,0,can not lose
TR3248568,127,2,51804132.00,4.85,1.10,17.76,3,champions
TR3248784,29,1,49344.00,3.40,0.69,10.81,4,new customers with low buying ability
TR3248910,211,2,343458.00,5.36,1.10,12.75,5,need bring back
TR3248946,29,3,489276.00,3.40,1.39,13.10,1,new customers with high buying ability
TR3249114,1,1036,432250740.00,0.69,6.94,19.88,3,champions
TR3249156,281,2,140490.00,5.64,1.10,11.85,0,can not lose
TR3249582,204,1,25620.00,5.32,0.69,10.15,2,may lose
TR3249642,162,2,219012.00,5.09,1.10,12.30,0,can not lose
TR3250068,120,2,162342.00,4.80,1.10,12.00,0,can not lose
TR3250206,127,1,317766.00,4.85,0.69,12.67,5,need bring back
TR3250446,358,1,114018.00,5.88,0.69,11.64,0,can not lose
TR3250740,211,2,222090.00,5.36,1.10,12.31,0,can not lose
TR3250968,29,4,1479630.00,3.40,1.61,14.21,1,new customers with high buying ability
TR3250980,281,1,56706.00,5.64,0.69,10.95,0,can not lose
TR3251040,155,2,92310.00,5.05,1.10,11.43,0,can not lose
TR3251100,22,6,673998.00,3.14,1.95,13.42,1,new customers with high buying ability
TR3251514,29,2,390798.00,3.40,1.10,12.88,1,new customers with high buying ability
TR3251640,8,22,4140564.00,2.20,3.14,15.24,3,champions
TR3251904,358,1,114006.00,5.88,0.69,11.64,0,can not lose
TR3252156,8,7,900708.00,2.20,2.08,13.71,1,new customers with high buying ability
TR3252708,316,1,114048.00,5.76,0.69,11.64,0,can not lose
TR3252714,22,16,4856460.00,3.14,2.83,15.40,3,champions
TR3252756,218,1,108306.00,5.39,0.69,11.59,0,can not lose
TR3252918,253,3,687222.00,5.54,1.39,13.44,5,need bring back
TR3253062,57,1,942474.00,4.06,0.69,13.76,5,need bring back
TR3253422,22,3,3769212.00,3.14,1.39,15.14,1,new customers with high buying ability
TR3253680,29,11,1650690.00,3.40,2.48,14.32,1,new customers with high buying ability
TR3254028,274,1,117426.00,5.62,0.69,11.67,0,can not lose
TR3254088,43,18,3493644.00,3.78,2.94,15.07,3,champions
TR3254256,1,20,2261454.00,0.69,3.04,14.63,3,champions
TR3254268,218,1,56706.00,5.39,0.69,10.95,0,can not lose
TR3254352,15,2,9919890.00,2.77,1.10,16.11,3,champions
TR3254400,162,5,1619862.00,5.09,1.79,14.30,5,need bring back
TR3254412,197,2,130566.00,5.29,1.10,11.78,0,can not lose
TR3254598,85,3,2107344.00,4.45,1.39,14.56,5,need bring back
TR3254658,162,2,228306.00,5.09,1.10,12.34,0,can not lose
TR3255066,204,2,170502.00,5.32,1.10,12.05,0,can not lose
TR3255156,15,3,77172.00,2.77,1.39,11.25,4,new customers with low buying ability
TR3255186,337,1,114540.00,5.82,0.69,11.65,0,can not lose
TR3255258,99,9,23636904.00,4.61,2.30,16.98,3,champions
TR3255426,78,4,172026.00,4.37,1.61,12.06,0,can not lose
TR3255828,281,1,197634.00,5.64,0.69,12.19,0,can not lose
TR3256410,29,19,4348686.00,3.40,3.00,15.29,3,champions
TR3257040,1,10,2334384.00,0.69,2.40,14.66,3,champions
TR3257274,36,6,517698.00,3.61,1.95,13.16,1,new customers with high buying ability
TR3257772,15,3,1044582.00,2.77,1.39,13.86,1,new customers with high buying ability
TR3257928,337,1,115500.00,5.82,0.69,11.66,0,can not lose
TR3258180,113,1,36138.00,4.74,0.69,10.50,2,may lose
TR3258990,1,25,1617384.00,0.69,3.26,14.30,3,champions
TR3259122,29,14,2158326.00,3.40,2.71,14.58,3,champions
TR3259230,15,3,319626.00,2.77,1.39,12.67,1,new customers with high buying ability
TR3259734,113,8,1147128.00,4.74,2.20,13.95,5,need bring back
TR3260070,8,13,772146.00,2.20,2.64,13.56,1,new customers with high buying ability
TR3260076,1,18,3088248.00,0.69,2.94,14.94,3,champions
TR3260136,22,3,324294.00,3.14,1.39,12.69,1,new customers with high buying ability
TR3260196,232,1,56706.00,5.45,0.69,10.95,0,can not lose
TR3260334,127,3,282714.00,4.85,1.39,12.55,5,need bring back
TR3260838,15,13,518220.00,2.77,2.64,13.16,1,new customers with high buying ability
TR3260868,15,10,256494.00,2.77,2.40,12.45,1,new customers with high buying ability
TR3260910,57,1,104916.00,4.06,0.69,11.56,4,new customers with low buying ability
TR3261144,64,1,36096.00,4.17,0.69,10.49,4,new customers with low buying ability
TR3261234,106,1,189630.00,4.67,0.69,12.15,0,can not lose
TR3261900,78,4,248298.00,4.37,1.61,12.42,5,need bring back
TR3262038,316,2,170262.00,5.76,1.10,12.05,0,can not lose
TR3262170,99,6,412602.00,4.61,1.95,12.93,5,need bring back
TR3262206,29,1,104958.00,3.40,0.69,11.56,4,new customers with low buying ability
TR3262446,15,9,252240.00,2.77,2.30,12.44,1,new customers with high buying ability
TR3262470,358,1,55932.00,5.88,0.69,10.93,0,can not lose
TR3262518,15,6,625362.00,2.77,1.95,13.35,1,new customers with high buying ability
TR3262692,309,2,91446.00,5.74,1.10,11.42,0,can not lose
TR3262878,309,1,113940.00,5.74,0.69,11.64,0,can not lose
TR3263496,50,2,51024.00,3.93,1.10,10.84,4,new customers with low buying ability
TR3263700,316,2,227418.00,5.76,1.10,12.33,0,can not lose
TR3263712,295,2,172926.00,5.69,1.10,12.06,0,can not lose
TR3264012,43,2,188496.00,3.78,1.10,12.15,4,new customers with low buying ability
TR3264276,274,1,228150.00,5.62,0.69,12.34,0,can not lose
TR3264846,78,1,35490.00,4.37,0.69,10.48,2,may lose
TR3265032,323,1,35580.00,5.78,0.69,10.48,2,may lose
TR3265092,183,3,388896.00,5.21,1.39,12.87,5,need bring back
TR3265110,169,5,569046.00,5.14,1.79,13.25,5,need bring back
TR3265200,1,13,1858710.00,0.69,2.64,14.44,3,champions
TR3265224,22,18,5302842.00,3.14,2.94,15.48,3,champions
TR3265284,43,3,968790.00,3.78,1.39,13.78,5,need bring back
TR3265440,22,18,3362712.00,3.14,2.94,15.03,3,champions
TR3265512,365,1,283854.00,5.90,0.69,12.56,0,can not lose
TR3265548,15,22,11728596.00,2.77,3.14,16.28,3,champions
TR3265566,8,8,778344.00,2.20,2.20,13.56,1,new customers with high buying ability
TR3265944,22,13,1451298.00,3.14,2.64,14.19,1,new customers with high buying ability
TR3266022,358,1,114228.00,5.88,0.69,11.65,0,can not lose
TR3266148,99,2,97782.00,4.61,1.10,11.49,0,can not lose
TR3266646,190,9,1570152.00,5.25,2.30,14.27,5,need bring back
TR3266736,351,1,55932.00,5.86,0.69,10.93,0,can not lose
TR3266772,344,2,308904.00,5.84,1.10,12.64,0,can not lose
TR3266778,120,2,227274.00,4.80,1.10,12.33,0,can not lose
TR3267342,85,1,213168.00,4.45,0.69,12.27,0,can not lose
TR3267534,288,1,58926.00,5.67,0.69,10.98,0,can not lose
TR3267552,57,8,288444.00,4.06,2.20,12.57,5,need bring back
TR3267618,183,1,113844.00,5.21,0.69,11.64,0,can not lose
TR3267738,15,20,2493330.00,2.77,3.04,14.73,3,champions
TR3267978,1,14,18929178.00,0.69,2.71,16.76,3,champions
TR3268092,15,16,14181582.00,2.77,2.83,16.47,3,champions
TR3268128,15,6,216060.00,2.77,1.95,12.28,1,new customers with high buying ability
TR3268344,1,3,1607946.00,0.69,1.39,14.29,1,new customers with high buying ability
TR3268428,85,1,25956.00,4.45,0.69,10.16,2,may lose
TR3268446,134,2,61398.00,4.91,1.10,11.03,0,can not lose
TR3268614,22,10,2900448.00,3.14,2.40,14.88,3,champions
TR3269274,64,4,266166.00,4.17,1.61,12.49,5,need bring back
TR3269394,253,1,25620.00,5.54,0.69,10.15,2,may lose
TR3269832,358,1,114018.00,5.88,0.69,11.64,0,can not lose
TR3269916,85,9,1160124.00,4.45,2.30,13.96,5,need bring back
TR3270126,155,3,559932.00,5.05,1.39,13.24,5,need bring back
TR3270348,288,1,25542.00,5.67,0.69,10.15,2,may lose
TR3270420,22,16,1904676.00,3.14,2.83,14.46,3,champions
TR3271032,316,1,114828.00,5.76,0.69,11.65,0,can not lose
TR3271044,22,1,3667296.00,3.14,0.69,15.11,1,new customers with high buying ability
TR3271134,323,1,574938.00,5.78,0.69,13.26,5,need bring back
TR3271398,260,2,71676.00,5.56,1.10,11.18,0,can not lose
TR3271566,57,3,230868.00,4.06,1.39,12.35,4,new customers with low buying ability
TR3271584,344,1,56214.00,5.84,0.69,10.94,0,can not lose
TR3271596,71,3,521106.00,4.28,1.39,13.16,5,need bring back
TR3271776,344,1,114096.00,5.84,0.69,11.64,0,can not lose
TR3271836,8,2,169212.00,2.20,1.10,12.04,4,new customers with low buying ability
TR3271956,22,19,2775534.00,3.14,3.00,14.84,3,champions
TR3272064,29,6,1244004.00,3.40,1.95,14.03,1,new customers with high buying ability
TR3272136,113,1,94068.00,4.74,0.69,11.45,0,can not lose
TR3272160,8,51,4705614.00,2.20,3.95,15.36,3,champions
TR3272286,260,1,25710.00,5.56,0.69,10.15,2,may lose
TR3272322,113,2,227358.00,4.74,1.10,12.33,0,can not lose
TR3272352,113,1,94068.00,4.74,0.69,11.45,0,can not lose
TR3272382,22,2,172302.00,3.14,1.10,12.06,4,new customers with low buying ability
TR3272526,43,19,4435518.00,3.78,3.00,15.31,3,champions
TR3272688,29,5,2587746.00,3.40,1.79,14.77,1,new customers with high buying ability
TR3272706,211,3,160920.00,5.36,1.39,11.99,0,can not lose
TR3272718,29,9,996456.00,3.40,2.30,13.81,1,new customers with high buying ability
TR3273618,22,13,1712274.00,3.14,2.64,14.35,1,new customers with high buying ability
TR3273720,344,1,52110.00,5.84,0.69,10.86,0,can not lose
TR3273774,155,1,35892.00,5.05,0.69,10.49,2,may lose
TR3273780,22,13,6242898.00,3.14,2.64,15.65,3,champions
TR3273792,8,16,2140698.00,2.20,2.83,14.58,3,champions
TR3273828,274,1,114444.00,5.62,0.69,11.65,0,can not lose
TR3273924,99,1,41838.00,4.61,0.69,10.64,2,may lose
TR3273960,15,80,16941300.00,2.77,4.39,16.65,3,champions
TR3274308,155,2,3983658.00,5.05,1.10,15.20,5,need bring back
TR3274428,288,2,170670.00,5.67,1.10,12.05,0,can not lose
TR3274446,29,1,192522.00,3.40,0.69,12.17,4,new customers with low buying ability
TR3274830,302,1,108414.00,5.71,0.69,11.59,0,can not lose
TR3275196,281,2,51042.00,5.64,1.10,10.84,0,can not lose
TR3275382,225,1,114810.00,5.42,0.69,11.65,0,can not lose
TR3275538,22,1,213438.00,3.14,0.69,12.27,4,new customers with low buying ability
TR3275592,15,14,2654628.00,2.77,2.71,14.79,3,champions
TR3275706,190,3,901596.00,5.25,1.39,13.71,5,need bring back
TR3275742,15,37,8257488.00,2.77,3.64,15.93,3,champions
TR3275862,43,7,6054198.00,3.78,2.08,15.62,3,champions
TR3276030,22,30,3626988.00,3.14,3.43,15.10,3,champions
TR3276156,15,2,228426.00,2.77,1.10,12.34,4,new customers with low buying ability
TR3276612,22,28,5670600.00,3.14,3.37,15.55,3,champions
TR3278232,190,1,113676.00,5.25,0.69,11.64,0,can not lose
TR3313218,1,2,331770.00,0.69,1.10,12.71,1,new customers with high buying ability
TR3317208,288,1,114318.00,5.67,0.69,11.65,0,can not lose
TR3326718,225,1,166122.00,5.42,0.69,12.02,0,can not lose
TR3352188,309,1,114342.00,5.74,0.69,11.65,0,can not lose
TR3352212,92,2,223512.00,4.53,1.10,12.32,0,can not lose
TR3356376,1,14,430662.00,0.69,2.71,12.97,1,new customers with high buying ability
TR3360606,288,1,56706.00,5.67,0.69,10.95,0,can not lose
TR3383604,22,16,2599560.00,3.14,2.83,14.77,3,champions
TR3387186,134,2,211992.00,4.91,1.10,12.26,0,can not lose
TR3393072,281,3,276858.00,5.64,1.39,12.53,0,can not lose
TR3396408,127,3,178116.00,4.85,1.39,12.09,0,can not lose
TR3398010,85,1,218028.00,4.45,0.69,12.29,0,can not lose
TR3399660,169,2,218712.00,5.14,1.10,12.30,0,can not lose
TR3400440,43,7,986892.00,3.78,2.08,13.80,1,new customers with high buying ability
TR3428016,71,2,81978.00,4.28,1.10,11.31,4,new customers with low buying ability
TR3435894,134,4,108948.00,4.91,1.61,11.60,0,can not lose
TR3436260,162,3,445584.00,5.09,1.39,13.01,5,need bring back
TR3454710,288,2,674760.00,5.67,1.10,13.42,5,need bring back
TR3459930,232,1,115074.00,5.45,0.69,11.65,0,can not lose
TR3460176,71,2,136062.00,4.28,1.10,11.82,4,new customers with low buying ability
TR3472674,351,1,55932.00,5.86,0.69,10.93,0,can not lose
TR3474378,29,15,2914668.00,3.40,2.77,14.89,3,champions
TR3475848,358,1,113772.00,5.88,0.69,11.64,0,can not lose
TR3478146,29,2,1981482.00,3.40,1.10,14.50,1,new customers with high buying ability
TR3478980,22,7,795876.00,3.14,2.08,13.59,1,new customers with high buying ability
